Sample_Name	dataset	country	year	source	sample_type	sample	infectionStatus	strain	lineage	CG_name	ST_Jul22	YBT	CLB	IRO	IUC	Ybt_insertion	YbST	ICEKp	KpZM	YBT_lineage	CLB_lineage	clbJ/K_fusion	transposase
573.1697	PATRIC	USA	2013	human	sputum	respiratory	infection	648_KPNE	KpI	CG34	5052	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1698	PATRIC	USA	2013	human	sputum	respiratory	infection	731_KPNE	KpI	CG661	5053	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1702	PATRIC	USA	2013	human	tracheal aspirate	respiratory	infection	780_KPNE	KpIII	n/a	5054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1704	PATRIC	USA	2013	human	tracheal aspirate	respiratory	infection	833_KPNE	KpIII	n/a	5054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1705	PATRIC	USA	2013	human	tracheal aspirate	respiratory	infection	835_KPNE	KpIII	n/a	5054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1706	PATRIC	USA	2013	human	tracheal aspirate	respiratory	infection	836_KPNE	KpIII	n/a	5054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1711	PATRIC	USA	2013	human	tracheal aspirate	respiratory	infection	834_KPNE	KpIII	n/a	5054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1712	PATRIC	USA	2013	human	tracheal aspirate	respiratory	infection	837_KPNE	KpIII	n/a	5054	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1707	PATRIC	USA	2013	human	urine	urine	infection	845_KPNE	KpI	n/a	5055	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1714	PATRIC	USA	2013	human	urine	urine	infection	865_KPNE	KpII	n/a	5056	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1717	PATRIC	USA	2012	human	blood	blood_sterile	infection	98_KPNE	KpI	CG34	5057	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
1199150.3	PATRIC	USA	2005	"Southern green stink bug, Nezara viridula"	unknown	unknown	unknown	KP5-1	KpIII	n/a	5058	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1427	PATRIC	Italy	2011	human	unknown	unknown	unknown	57BG	KpI	CG258	5060	ybt	-	-	-	4	300	ICEKp2	absent	13	NA	NA	NA
573.145	PATRIC	Italy	2012	human	unknown	unknown	unknown	84RE	KpI	CG322	5061	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1451	PATRIC	Italy	2012	human	unknown	unknown	unknown	85RE	KpI	CG37	5062	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1458	PATRIC	Italy	2012	human	unknown	unknown	unknown	92SGR	KpI	n/a	5063	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1236531.3	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	JCM 1662	KpI	CG3	5064	ybt	clb	-	-	4	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
1316582.3	PATRIC	unknown	unknown	unknown	unknown	unknown	unknown	45T1-2A	KpII	n/a	5066	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1493	PATRIC	China	2007	Food	rugao ham	Food	NA	yzusk-4	KpI	n/a	5116	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1489	PATRIC	Malaysia	2014	human	Pus	abscess_pus	infection	223/14	KpIII	n/a	5227	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1328381.3	PATRIC	USA	2011	human	tissue	tissue	infection	BWH2		n/a	5230	ybt	-	-	-	2/3?	183	ICEKp3	absent	9	NA	NA	NA
1400164.3	PATRIC	USA	2013	human	urine	urine	infection	BIDMC 46b	KpI	n/a	5233	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1400177.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 26	KpI	n/a	5234	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438700.3	PATRIC	USA	2013	human	urine	urine	infection	BIDMC 61	KpIII	n/a	5235	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438791.3	PATRIC	USA	2013	human	urine	urine	infection	MGH 68	KpIII	n/a	5236	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438801.3	PATRIC	USA	2013	human	urine	urine	infection	MGH 80	KpIII	n/a	5237	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
1438805.3	PATRIC	USA	unknown	human	urine	urine	infection	UCI 60	KpI	n/a	5238	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
573.1366	PATRIC	USA	2007	human	wound	wound	infection	101712	KpI	CG14/15	5239	ybt	-	-	-	3	17	ICEKp4	absent	10	NA	NA	NA
72407.83	PATRIC	China	2013	panda	giant panda feces	panda faeces	carriage	HKUOPLC	KpII	n/a	5292	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276938	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276940	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276968	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276983	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276950	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG14/15	15	ybt	-	-	-	1	28	ICEKp4	absent	10	NA	NA	NA
ERR276953	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG17/20	16	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276951	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG17/20	17	ybt	-	-	-	3	277	ICEKp12	present	16	NA	NA	NA
ERR276981	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG17/20	17	ybt	-	-	-	3	231	ICEKp11	present	15	NA	NA	NA
ERR276987	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG17/20	22	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276927	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG23	23	ybt	clb	iro	iuc	1	47	ICEKp10	present	1	2	no	no
ERR276949	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG35	35	ybt	-	-	-	4	180	ICEKp3	absent	9	NA	NA	NA
ERR276979	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG35	35	ybt	-	-	iuc	4	186	ICEKp3	absent	9	NA	NA	NA
ERR276921	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG36	36	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276926	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG45	45	ybt	-	-	-	1	78	ICEKp4	absent	10	NA	NA	NA
ERR276937	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG45	45	ybt	-	-	-	1	78	ICEKp4	absent	10	NA	NA	NA
ERR276962	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG45	45	ybt	-	-	-	1	78	ICEKp4	absent	10	NA	NA	NA
ERR276966	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG45	45	ybt	-	-	-	1	78	ICEKp4	absent	10	NA	NA	NA
ERR276936	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	ST48	48	ybt	clb	-	-	3	282	ICEKp10	present	17	3	yes	no
ERR276980	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG86	86	ybt	-	iro	iuc	3	205	ICEKp3	absent	9	NA	NA	NA
ERR276975	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG43	101	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276984	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG152	105	ybt	-	-	-	1	134	ICEKp5	absent	14	NA	NA	NA
ERR276988	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG152	105	ybt	-	-	-	1	134	ICEKp5	absent	14	NA	NA	NA
ERR276943	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG147	147	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276923	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	234	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276947	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	ST307	307	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276989	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG37	309	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276922	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG322	322	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276925	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	348	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276982	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG65	375	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
ERR276971	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG380	380	ybt	-	iro	iuc	1	279	ICEKp12	present	16	NA	NA	NA
ERR276972	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	432	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276930	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG258	437	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276942	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276945	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276946	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276948	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276952	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276955	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276956	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276957	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276958	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276959	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276960	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276961	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276963	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276965	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276967	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG490	490	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276944	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG874	874	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276954	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG874	874	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276939	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	940	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276969	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	1310	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276977	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	1686	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276974	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG37	1779	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276928	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpIII	n/a	5021	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276924	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpIII	n/a	5071	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276929	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG253	5072	ybt	-	-	-	4	135	ICEKp5	absent	14	NA	NA	NA
ERR276964	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG253	5072	ybt	-	-	-	4	135	ICEKp5	absent	14	NA	NA	NA
ERR276931	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpIII	n/a	5073	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276932	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	5074	ybt	-	-	-	3	119	ICEKp4	absent	10	NA	NA	NA
ERR276933	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpIII	n/a	5075	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276934	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	CG45	5076	ybt	-	-	-	1	78	ICEKp4	absent	10	NA	NA	NA
ERR276935	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpII	n/a	5077	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276941	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpIII	n/a	5078	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276970	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	5080	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276978	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	5080	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276973	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	5081	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276976	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpIII	n/a	5082	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276985	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	5084	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR276986	Stoesser et al. 2013	UK	2011	human	unknown	unknown	unknown	unknown	KpI	n/a	5085	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508855	Stoesser et al. 2014	Nepal	2012	human	urine	urine	infection	H32	KpI	CG258	11	ybt	-	-	-	3	183	ICEKp3	absent	9	NA	NA	NA
SRR1508863	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	H1545	KpI	CG14/15	14	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508858	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1247	KpI	CG14/15	14	ybt	-	-	-	1	191	ICEKp3	absent	9	NA	NA	NA
SRR1508862	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	H1496	KpI	CG14/15	14	ybt	-	-	-	1	190	ICEKp3	absent	9	NA	NA	NA
SRR1508819	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK1	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508821	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK3	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508822	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK4a	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508823	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK4b	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508824	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK5a	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508825	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK5b	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508826	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK6	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508827	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK7	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508829	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	PMK9	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508831	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK11	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508832	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK12	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508833	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK13a	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508834	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK13b	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508835	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK14	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508836	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK15	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508837	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK16	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508838	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK17	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508839	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK18	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508840	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK19	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508841	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK20a	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508842	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK21a	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508843	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK21b	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508844	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK21c	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508845	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK21d	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508846	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK21e	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508847	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK22	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508848	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK23	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508849	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK24	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508850	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK25	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508851	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK26a	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508852	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK26b	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508853	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H30	KpI	CG14/15	15	ybt	-	-	-	1	277	ICEKp12	present	16	NA	NA	NA
SRR1508861	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	H1460	KpI	CG14/15	15	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
SRR1508864	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1183	KpI	CG34	34	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508866	Stoesser et al. 2014	Nepal	2011	human	Blood or urine	blood_sterile	infection	C1046	KpI	ST48	48	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508881	Stoesser et al. 2014	Nepal	2009	human	Blood or urine	blood_sterile	infection	C369	KpI	CG147	147	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508854	Stoesser et al. 2014	Nepal	2012	human	sputum	respiratory	infection	H31	KpI	CG147	147	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508857	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1267	KpI	CG17/20	336	ybt	-	-	-	1	166	ICEKp9	absent	8	NA	NA	NA
SRR1508859	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	H1361	KpI	CG17/20	336	ybt	-	-	-	4	230	ICEKp11	present	15	NA	NA	NA
SRR1508860	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	H1360	KpI	CG17/20	336	ybt	-	-	-	4	230	ICEKp11	present	15	NA	NA	NA
SRR1508872	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1263	KpI	CG17/20	336	ybt	-	-	-	1	166	ICEKp9	absent	8	NA	NA	NA
SRR1508873	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1271	KpI	CG17/20	336	ybt	-	-	-	1	167	ICEKp9	absent	8	NA	NA	NA
SRR1508874	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1277	KpI	CG17/20	336	ybt	-	-	-	1	166	ICEKp9	absent	8	NA	NA	NA
SRR1508876	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1265	KpI	CG17/20	336	ybt	-	-	-	1	166	ICEKp9	absent	8	NA	NA	NA
SRR1508882	Stoesser et al. 2014	Nepal	2008	human	Blood or urine	blood_sterile	infection	C5250	KpI	CG258	340	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508883	Stoesser et al. 2014	Nepal	2008	human	Blood or urine	blood_sterile	infection	C5243	KpI	CG258	340	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508865	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	H1438	KpI	n/a	478	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508877	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H1167	KpI	n/a	515	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508820	Stoesser et al. 2014	Nepal	2011	human	blood	blood_sterile	infection	H2	KpI	n/a	1626	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
SRR1508830	Stoesser et al. 2014	Nepal	2012	human	blood	blood_sterile	infection	PMK10	KpI	CG14/15	5144	ybt	-	-	-	1	290	ICEKp12	present	16	NA	NA	NA
ERR713649	Struve et al. 	USA	unknown	human	urine	urine	infection	C3091	KpI	CG14/15	14	ybt	clb	iroB	-	?	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED	EXCLUDED
ERR720260	Struve et al. 	USA	2011	human	respiratory tract	respiratory	unknown	TG21960	KpI	CG14/15	15	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR720257	Struve et al. 	USA	1990-1991	unknown	unknown	unknown	unknown	TG21569	KpI	CG17/20	20	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR720254	Struve et al. 	USA	2007	human	blood	blood_sterile	infection	TG12387	KpI	CG17/20	22	-	-	-	-	NA	NA	NA	NA	NA	NA	NA	NA
ERR706870	Struve et al. 	Canada	2006	human	liver abscess	liver	infection	CAS692	KpI	CG23	23	-	-	iro	iuc	NA	NA	NA	NA	NA	NA	NA	NA
