assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename	strain	contig_count	N50	largest_contig	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	aerobactin	salmochelin	hypermucoidy	wzi	KL	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	AGly	Col	Fcyn	Flq	Gly	MLS	Phe	Rif	Sul	Tet	Tmt	Bla	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR
GCF_900084015.1	PRJNA224116	SAMEA2273869	FKYP00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682795		latest	Scaffold	Major	Full	2016/05/20	12082_2#4	SC	GCA_900084015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/015/GCF_900084015.1_12082_2_4	./refseq/bacteria/GCF_900084015.1/GCF_900084015.1_12082_2_4_genomic.fna.gz	GCF_900084015.1_12082_2_4_genomic.fna	54	273643	727708	ST1-7LV	0	0	3	5	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Sat-2A	-	-	ParC-80R;GyrA-83I	-	-	-	-	-	-	DfrA1	OXY2-8*	-	-	-	-	-
GCF_900084025.1	PRJNA224116	SAMEA2273686	FKZN00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682610		latest	Scaffold	Major	Full	2016/05/20	11983_8#41	SC	GCA_900084025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/025/GCF_900084025.1_11983_8_41	./refseq/bacteria/GCF_900084025.1/GCF_900084025.1_11983_8_41_genomic.fna.gz	GCF_900084025.1_11983_8_41_genomic.fna	69	190990	572750	0	0	0	1	1	-	0	-	0	-	-	-	0	-	0	147	126*	-	171*	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900084035.1	PRJNA224116	SAMEA2273760	FKZF00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682685		latest	Scaffold	Major	Full	2016/05/20	12082_5#21	SC	GCA_900084035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/035/GCF_900084035.1_12082_5_21	./refseq/bacteria/GCF_900084035.1/GCF_900084035.1_12082_5_21_genomic.fna.gz	GCF_900084035.1_12082_5_21_genomic.fna	67	284330	439894	0	0	0	2	2	-	0	-	0	-	-	-	0	-	0	147*	-	-	-	-	149*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3''Ia*	-	-	GyrA-83T	-	-	-	-	-	-	-	OXY1-4*	-	-	-	-	-
GCF_900084045.1	PRJNA224116	SAMEA2273860	FLAI00000000.1	na	571	571	Klebsiella oxytoca	strain=2880STDY5682786		latest	Scaffold	Major	Full	2016/05/20	12082_5#29	SC	GCA_900084045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/045/GCF_900084045.1_12082_5_29	./refseq/bacteria/GCF_900084045.1/GCF_900084045.1_12082_5_29_genomic.fna.gz	GCF_900084045.1_12082_5_29_genomic.fna	83	198521	788617	ST1-7LV	0	0	1	1	-	0	-	0	-	-	-	0	-	ST1-7LV	147	126	-	171	-	149	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83T	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-
GCF_900084055.1	PRJNA224116	SAMEA2273666	FLAS00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1189		latest	Scaffold	Major	Full	2016/10/18	11983_8#24	SC	GCA_900084055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/055/GCF_900084055.1_11983_8_24	./refseq/bacteria/GCF_900084055.1/GCF_900084055.1_11983_8_24_genomic.fna.gz	GCF_900084055.1_11983_8_24_genomic.fna	45	387807	1487996	ST336	1	0	4	4	ybt 15; ICEKp11	230	-	0	-	-	-	wzi141	KL25	ST336	2	1	1	1	72	4	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*	-	-	-	-	MphA	-	-	-	TetD	DfrA30*	AmpH*;TEM-105*;SHV-94*	-	-	-	-	-
GCF_900084065.1	PRJNA224116	SAMEA2273682	FLBR00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1325		latest	Scaffold	Major	Full	2016/10/18	11983_8#37	SC	GCA_900084065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/065/GCF_900084065.1_11983_8_37	./refseq/bacteria/GCF_900084065.1/GCF_900084065.1_11983_8_37_genomic.fna.gz	GCF_900084065.1_11983_8_37_genomic.fna	49	289149	445603	ST15	1	1	5	10	ybt 10; ICEKp4	84-2LV	-	0	-	-	-	wzi93	KL112	ST15	1	1	1	1	1	1	1	3	12	4*	3	14	50	216	3	15	8	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA*;Aac3-IIa*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	CatB4?	-	SulII	-	-	AmpH*;TEM-105*;OXA-1	-	SHV-106*;CTX-M-15	-	-	-
GCF_900084075.1	PRJNA224116	SAMEA2273706	FLCB00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1557		latest	Scaffold	Major	Full	2016/10/18	11983_8#57	SC	GCA_900084075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/075/GCF_900084075.1_11983_8_57	./refseq/bacteria/GCF_900084075.1/GCF_900084075.1_11983_8_57_genomic.fna.gz	GCF_900084075.1_11983_8_57_genomic.fna	73	215924	649080	ST15	1	1	5	12	ybt 13; ICEKp2	299	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST15	1	1	1	1	1	1	1	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*;StrB*;AadA1-pm*?;Aac6-Ib	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	CatB4?;CatA2*	-	SulII	-	-	AmpH*;TEM-150*;OXA-9	-	CTX-M-15;SHV-106*	-	-	-
GCF_900084085.1	PRJNA224116	SAMEA2273673	FLAQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1297		latest	Scaffold	Major	Full	2016/10/18	11983_8#29	SC	GCA_900084085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/085/GCF_900084085.1_11983_8_29	./refseq/bacteria/GCF_900084085.1/GCF_900084085.1_11983_8_29_genomic.fna.gz	GCF_900084085.1_11983_8_29_genomic.fna	36	345041	862564	ST1686	0	1	1	1	-	0	-	0	-	-	-	wzi351	KL113	ST1686	101	1	1	1	9	1	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	SHV-106*	-	-	-
GCF_900084095.1	PRJNA224116	SAMEA2273676	FLAK00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1303		latest	Scaffold	Major	Full	2016/10/18	11983_8#33	SC	GCA_900084095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/095/GCF_900084095.1_11983_8_33	./refseq/bacteria/GCF_900084095.1/GCF_900084095.1_11983_8_33_genomic.fna.gz	GCF_900084095.1_11983_8_33_genomic.fna	72	194134	510273	ST15	1	1	6	12	ybt 13; ICEKp2	299	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST15	1	1	1	1	1	1	1	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib;StrB*;StrA*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	CatA2*	-	SulII	-	DfrA14	OXA-9;AmpH*;TEM-150*	-	CTX-M-15;SHV-106*	-	-	-
GCF_900084105.1	PRJNA224116	SAMEA2273649	FLAP00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1087		latest	Scaffold	Major	Full	2016/10/18	11983_8#10	SC	GCA_900084105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/105/GCF_900084105.1_11983_8_10	./refseq/bacteria/GCF_900084105.1/GCF_900084105.1_11983_8_10_genomic.fna.gz	GCF_900084105.1_11983_8_10_genomic.fna	84	168277	466959	ST252	0	0	2	2	-	0	-	0	-	-	-	wzi104	KL51	ST252	2	5	1	1	9	1	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83Y	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-1?	-
GCF_900084115.1	PRJNA224116	SAMEA2273681	FLBI00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1323		latest	Scaffold	Major	Full	2016/10/18	11983_8#36	SC	GCA_900084115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/115/GCF_900084115.1_11983_8_36	./refseq/bacteria/GCF_900084115.1/GCF_900084115.1_11983_8_36_genomic.fna.gz	GCF_900084115.1_11983_8_36_genomic.fna	65	323153	706999	ST1989-1LV	0	1	8	16	-	0	-	0	-	-	-	wzi222	KL45	ST1989-1LV	4	1	1	1	7	1	9*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;AadA5;Aac3-IIa*;StrB;StrA	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	CatB4?	-	SulI;SulII*	TetD	DfrA17;dhfr7	OXA-1;SHV-121*;TEM-105*;AmpH*	-	CTX-M-15	-	-	-
GCF_900084125.1	PRJNA224116	SAMEA2273642	FLBT00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1057		latest	Scaffold	Major	Full	2016/10/18	11983_8#2	SC	GCA_900084125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/125/GCF_900084125.1_11983_8_2	./refseq/bacteria/GCF_900084125.1/GCF_900084125.1_11983_8_2_genomic.fna.gz	GCF_900084125.1_11983_8_2_genomic.fna	31	737963	1466721	ST16	0	1	8	12	-	0	-	0	-	-	-	wzi50	KL15 (KL17,KL51,KL52)	ST16	2	1	2	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;AadA2*	-	-	ParC-84K;GyrA-83F;GyrA-87N	-	MphA	CatB4?	-	SulI	TetA;TetR	DfrA12	OXA-1;AmpH*;SHV-145*;TEM-105*	-	CTX-M-15	-	-	-
GCF_900084135.1	PRJNA224116	SAMEA2273677	FLBY00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1309		latest	Scaffold	Major	Full	2016/10/18	11983_8#34	SC	GCA_900084135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/135/GCF_900084135.1_11983_8_34	./refseq/bacteria/GCF_900084135.1/GCF_900084135.1_11983_8_34_genomic.fna.gz	GCF_900084135.1_11983_8_34_genomic.fna	172	189516	385615	ST1608-1LV	0	0	0	0	-	0	-	0	-	-	-	wzi51	KL27	ST1608-1LV	29	24	46	27	47	22	341	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_900084145.1	PRJNA224116	SAMEA2273709	FLAT00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1573		latest	Scaffold	Major	Full	2016/10/18	11983_8#59	SC	GCA_900084145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/145/GCF_900084145.1_11983_8_59	./refseq/bacteria/GCF_900084145.1/GCF_900084145.1_11983_8_59_genomic.fna.gz	GCF_900084145.1_11983_8_59_genomic.fna	33	721084	1423882	ST16	0	1	8	11	-	0	-	0	-	-	-	wzi50	KL15 (KL17,KL51,KL52)	ST16	2	1	2	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*	-	-	ParC-84K;GyrA-83F;GyrA-87N	-	MphA	CatB4?	-	SulI	TetA;TetR	DfrA12	AmpH*;SHV-145*;TEM-105*;OXA-1	-	CTX-M-15	-	-	-
GCF_900084155.1	PRJNA224116	SAMEA2273660	FLBB00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1209		latest	Scaffold	Major	Full	2016/10/18	11983_8#19	SC	GCA_900084155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/155/GCF_900084155.1_11983_8_19	./refseq/bacteria/GCF_900084155.1/GCF_900084155.1_11983_8_19_genomic.fna.gz	GCF_900084155.1_11983_8_19_genomic.fna	62	307191	889898	ST11	1	1	7	13	ybt 10; ICEKp4	112-2LV	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST11	3	3	1	1	1	1	4	3	10	4	3	29	5	122*	3	10	9	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IIa*;StrB;StrA;Aph3-Ia*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	MphA	CatB4?;CatA1*	-	SulII	-	-	AmpH*;TEM-105*;OXA-1	-	CTX-M-15	-	SHV-11	-
GCF_900084165.1	PRJNA224116	SAMEA2273653	FLAN00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1100		latest	Scaffold	Major	Full	2016/10/18	11983_8#13	SC	GCA_900084165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/165/GCF_900084165.1_11983_8_13	./refseq/bacteria/GCF_900084165.1/GCF_900084165.1_11983_8_13_genomic.fna.gz	GCF_900084165.1_11983_8_13_genomic.fna	58	259276	508967	ST15	0	1	6	10	-	0	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST15	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	StrB;StrA;AadA2*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	CatA1*	-	SulI	-	DfrA12	AmpH*	-	SHV-106*	-	-	-
GCF_900084175.1	PRJNA224116	SAMEA2273651	FLBC00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1090		latest	Scaffold	Major	Full	2016/10/18	11983_8#12	SC	GCA_900084175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/175/GCF_900084175.1_11983_8_12	./refseq/bacteria/GCF_900084175.1/GCF_900084175.1_11983_8_12_genomic.fna.gz	GCF_900084175.1_11983_8_12_genomic.fna	64	288869	572926	ST340	0	1	7	10	-	0	-	0	-	-	-	wzi50	KL15 (KL17,KL51,KL52)	ST340	3	3	1	1	1	1	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;Aac3-IIa*	-	-	ParC-80I;GyrA-83I	-	-	CatA1*;CatB4?	-	SulI	-	DfrA30*	OXA-1;AmpH*;TEM-105*	-	CTX-M-15*	-	SHV-11	-
GCF_900084185.1	PRJNA224116	SAMEA2273672	FLAM00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1296		latest	Scaffold	Major	Full	2016/10/18	11983_8#28	SC	GCA_900084185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/185/GCF_900084185.1_11983_8_28	./refseq/bacteria/GCF_900084185.1/GCF_900084185.1_11983_8_28_genomic.fna.gz	GCF_900084185.1_11983_8_28_genomic.fna	49	263985	892299	ST111-1LV	1	1	1	1	ybt 6; ICEKp5	63-3LV	-	0	-	-	-	wzi63	KL63	ST111-1LV	2	1	5	1	17	4	42*	22	22	6*	24	16	53*	51	9	17	5	30*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	SHV-40*	-	-	-
GCF_900084195.1	PRJNA224116	SAMEA2273661	FLBD00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1210		latest	Scaffold	Major	Full	2016/10/18	11983_8#20	SC	GCA_900084195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/195/GCF_900084195.1_11983_8_20	./refseq/bacteria/GCF_900084195.1/GCF_900084195.1_11983_8_20_genomic.fna.gz	GCF_900084195.1_11983_8_20_genomic.fna	53	312152	758524	ST1	0	1	8	12	-	0	-	0	-	-	-	wzi45	KL45	ST1	4	4	1	1	7	4	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aac3-IId*;AadA2*	-	-	ParC-80I;GyrA-83I	-	MphA	CatB4?;CatA2*	-	SulI	TetA;TetR	DfrA12	AmpH*;TEM-105*;SHV-132*;OXA-1	-	CTX-M-15	-	-	-
GCF_900084205.1	PRJNA224116	SAMEA2273663	FLBS00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1154		latest	Scaffold	Major	Full	2016/05/20	11983_8#21	SC	GCA_900084205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/205/GCF_900084205.1_11983_8_21	./refseq/bacteria/GCF_900084205.1/GCF_900084205.1_11983_8_21_genomic.fna.gz	GCF_900084205.1_11983_8_21_genomic.fna	99	224547	441618	ST250	0	1	5	7	-	0	-	0	-	-	-	wzi100	KL10	ST250	16	18	45	44	55	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2;AadB	-	-	Qnr-A1*	-	-	-	-	SulI	TetA*?	-	AmpH*;LEN-24*	-	CTX-M-9;SHV-12*	-	-	-
GCF_900084215.1	PRJNA224116	SAMEA2273644	FLAX00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1076		latest	Scaffold	Major	Full	2016/10/18	11983_8#4	SC	GCA_900084215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/215/GCF_900084215.1_11983_8_4	./refseq/bacteria/GCF_900084215.1/GCF_900084215.1_11983_8_4_genomic.fna.gz	GCF_900084215.1_11983_8_4_genomic.fna	59	384266	707262	ST874	0	1	8	15	-	0	-	0	-	-	-	wzi222	KL45	ST874	4	1	1	1	7	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA5;Aac3-IIa*;StrB;StrA;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	CatB4	-	SulII*;SulI	TetD	DfrA17	SHV-121*;OXA-1;AmpH*;TEM-105*	-	CTX-M-15	-	-	-
GCF_900084225.1	PRJNA224116	SAMEA2273655	FLBF00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1123		latest	Scaffold	Major	Full	2016/10/18	11983_8#14	SC	GCA_900084225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/225/GCF_900084225.1_11983_8_14	./refseq/bacteria/GCF_900084225.1/GCF_900084225.1_11983_8_14_genomic.fna.gz	GCF_900084225.1_11983_8_14_genomic.fna	46	352764	926876	ST336-1LV	1	0	4	6	ybt 15; ICEKp11	230	-	0	-	-	-	wzi141	KL25	ST336-1LV	2	1	1	1	72*	4	4	6	15	22	4	1	37	34	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;StrB;StrA*	-	-	-	-	MphA	-	-	SulII*	-	DfrA14	TEM-105*;SHV-94*;AmpH*	-	-	-	-	-
GCF_900084235.1	PRJNA224116	SAMEA2273671	FLCD00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1279		latest	Scaffold	Major	Full	2016/10/18	11983_8#27	SC	GCA_900084235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/235/GCF_900084235.1_11983_8_27	./refseq/bacteria/GCF_900084235.1/GCF_900084235.1_11983_8_27_genomic.fna.gz	GCF_900084235.1_11983_8_27_genomic.fna	89	272910	710327	ST147	0	1	5	10	-	0	-	0	-	-	-	wzi64	KL64	ST147	3	4	6	1	7	4	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;Aac6-Ib;Aac3-IId*;StrB;StrA*	-	-	ParC-80I;GyrA-83I	-	-	-	-	SulII	-	DfrA14	OXA-9*;AmpH*;SHV-67*;TEM-150*?	-	CTX-M-15	-	-	-
GCF_900084245.1	PRJNA224116	SAMEA2273685	FLBU00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1337		latest	Scaffold	Major	Full	2016/10/18	11983_8#40	SC	GCA_900084245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/245/GCF_900084245.1_11983_8_40	./refseq/bacteria/GCF_900084245.1/GCF_900084245.1_11983_8_40_genomic.fna.gz	GCF_900084245.1_11983_8_40_genomic.fna	99	138424	350972	ST34-2LV	0	0	1	1	-	0	-	0	-	-	-	0	-	ST34-2LV	2	3	6	1	21*	7	4*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	-	SHV-26
GCF_900084255.1	PRJNA224116	SAMEA2273648	FLAL00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1085		latest	Scaffold	Major	Full	2016/10/18	11983_8#9	SC	GCA_900084255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/255/GCF_900084255.1_11983_8_9	./refseq/bacteria/GCF_900084255.1/GCF_900084255.1_11983_8_9_genomic.fna.gz	GCF_900084255.1_11983_8_9_genomic.fna	47	307952	1122024	ST874-1LV	0	1	7	14	-	0	-	0	-	-	-	wzi222	KL45	ST874-1LV	4	1	1	1	7*	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*;StrB;StrA;Aac3-IIa*;Aph3-Ia*	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	CatB4?	-	SulI;SulII	-	DfrA12	SHV-121;AmpH*;TEM-105*;OXA-1	-	CTX-M-15	-	-	-
GCF_900084265.1	PRJNA224116	SAMEA2273664	FLAR00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1159		latest	Scaffold	Major	Full	2016/10/18	11983_8#22	SC	GCA_900084265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/265/GCF_900084265.1_11983_8_22	./refseq/bacteria/GCF_900084265.1/GCF_900084265.1_11983_8_22_genomic.fna.gz	GCF_900084265.1_11983_8_22_genomic.fna	40	478801	937864	ST16	0	1	8	11	-	0	-	0	-	-	-	wzi50	KL15 (KL17,KL51,KL52)	ST16	2	1	2	1	4	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA2*	-	-	ParC-84K;GyrA-83F;GyrA-87N	-	MphA	CatB4	-	SulI	TetA;TetR	DfrA12	TEM-105*;OXA-1;SHV-145*;AmpH*	-	CTX-M-15	-	-	-
GCF_900084275.1	PRJNA224116	SAMEA2273675	FLBM00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1301		latest	Scaffold	Major	Full	2016/10/18	11983_8#32	SC	GCA_900084275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/275/GCF_900084275.1_11983_8_32	./refseq/bacteria/GCF_900084275.1/GCF_900084275.1_11983_8_32_genomic.fna.gz	GCF_900084275.1_11983_8_32_genomic.fna	65	291997	582486	ST15-2LV	1	1	5	11	ybt 13; ICEKp2	299	-	0	-	-	-	wzi24	KL24 (KL54,KL55)	ST15-2LV	1	1	1	1	10*	1	1*	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AadA1-pm*?;StrB*;StrA*	-	-	ParC-80I;GyrA-83F;GyrA-87A	-	-	CatB4?;CatA2*	-	SulII	-	-	OXA-1;OXA-9;TEM-150*;AmpH*	-	CTX-M-15;SHV-106*	-	-	-
GCF_900084285.1	PRJNA224116	SAMEA2273700	FLAO00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1514		latest	Scaffold	Major	Full	2016/10/18	11983_8#51	SC	GCA_900084285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/285/GCF_900084285.1_11983_8_51	./refseq/bacteria/GCF_900084285.1/GCF_900084285.1_11983_8_51_genomic.fna.gz	GCF_900084285.1_11983_8_51_genomic.fna	51	324957	779101	ST874-1LV	0	1	8	16	-	0	-	0	-	-	-	wzi222	KL45	ST874-1LV	4	1	1	1	7*	1	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Aph3-Ia*;Aac3-IIa*;AadA2*;StrB;StrA	-	-	ParC-80I;GyrA-83Y;GyrA-87N	-	MphA	CatB4?	-	SulII;SulI	TetA;TetR	DfrA12	SHV-121;AmpH*;TEM-105*;OXA-1	-	CTX-M-15	-	-	-
GCF_900084295.1	PRJNA224116	SAMEA2273702	FLBV00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1527		latest	Scaffold	Major	Full	2016/10/18	11983_8#53	SC	GCA_900084295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/295/GCF_900084295.1_11983_8_53	./refseq/bacteria/GCF_900084295.1/GCF_900084295.1_11983_8_53_genomic.fna.gz	GCF_900084295.1_11983_8_53_genomic.fna	62	263894	644640	ST925	0	0	1	1	-	0	-	0	-	-	-	wzi51	KL27	ST925	16	18	21	27	153	40	85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83F	-	-	-	-	-	-	-	LEN-24*;AmpH*	-	-	-	-	-
GCF_900084305.1	PRJNA224116	SAMEA2273715	FLBH00000000.1	na	573	573	Klebsiella pneumoniae	strain=k1596		latest	Scaffold	Major	Full	2016/10/18	11983_8#64	SC	GCA_900084305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/084/305/GCF_900084305.1_11983_8_64	./refseq/bacteria/GCF_900084305.1/GCF_900084305.1_11983_8_64_genomic.fna.gz	GCF_900084305.1_11983_8_64_genomic.fna	30	370483	768485	ST372-1LV	0	0	1	1	-	0	-	0	-	-	-	wzi95	KL20	ST372-1LV	2	1	1	1	1	15	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpH*	-	-	-	SHV-61	-
